ticket_id,created_at,created_by,email,location,department,category,priority,description,resolution_time_hours,resolved_at,resolution_notes,satisfaction_score
HBIT-11124,2025-07-01 00:50:40.926180,Carla Ritter,carla.ritter@hugoboss.com,Metzingen Headquarters,E-Commerce,ERP,Critical,Cannot access SAP Fashion Management - Error TIME_OUT,0.42909856593134643,2025-07-01 01:16:25.681017,"Restarted SAP connector service, cleared user buffer",4
HBIT-11125,2025-06-27 00:35:36.362212,Patricia Kranz,patricia.kranz@hugoboss.com,Hamburg Neuer Wall Store,Pattern Making,Performance,Medium,Extreme lag in InDesign when opening large design files,15.102176045286855,2025-06-27 15:41:44.195975,"Optimized GPU settings, cleared cache",5
HBIT-11126,2025-06-16 12:43:28.622480,Prof. Zoltan Vogt,prof..zoltan.vogt@hugoboss.com,Hamburg Neuer Wall Store,Pattern Making,Performance,High,Extreme lag in Kaledo when opening large design files,0.641281618076592,2025-06-16 13:21:57.236305,"Optimized GPU settings, cleared cache",5
HBIT-11127,2025-07-27 22:51:26.550318,Grazyna Lindner,grazyna.lindner@hugoboss.com,Hamburg Neuer Wall Store,Pattern Making,Communication,Medium,Outlook not syncing - missing emails from retail stores,4.877470237662163,2025-07-28 03:44:05.443174,"Recreated Outlook profile, fixed autodiscover",4
HBIT-11128,2025-06-16 19:33:38.088252,Dr. Etta Ackermann,dr..etta.ackermann@hugoboss.com,Berlin Kurfürstendamm Store,Marketing,Performance,High,Extreme lag in Optitex when opening large design files,3.212872163691408,2025-06-16 22:46:24.428041,"Optimized GPU settings, cleared cache",5
HBIT-11129,2025-06-22 00:11:25.479588,Laurenz Schlosser-Schmidt,laurenz.schlosser-schmidt@hugoboss.com,Stuttgart Distribution Center,Product Development,Performance,Medium,Extreme lag in Optitex when opening large design files,5.1980279785829,2025-06-22 05:23:18.380311,"Optimized GPU settings, cleared cache",4
HBIT-11130,2025-07-07 16:02:09.979803,Dagmar Möchlichen-Speer,dagmar.möchlichen-speer@hugoboss.com,Berlin Kurfürstendamm Store,Product Development,Performance,High,Extreme lag in Kaledo when opening large design files,1.857082410624501,2025-07-07 17:53:35.476481,"Optimized GPU settings, cleared cache",5
HBIT-11131,2025-07-28 14:31:30.953719,Pierre Bähr,pierre.bähr@hugoboss.com,Hamburg Neuer Wall Store,Product Development,ERP,Critical,Cannot access SAP Fashion Management - Error RFC_ERROR_SYSTEM_FAILURE,0.609006388878257,2025-07-28 15:08:03.376719,"Restarted SAP connector service, cleared user buffer",4
HBIT-11132,2025-08-12 13:25:31.609200,Dipl.-Ing. Fernando Kranz B.Sc.,dipl.-ing..fernando.kranz.b.sc.@hugoboss.com,Düsseldorf Showroom,Product Development,ERP,Critical,Cannot access SAP Fashion Management - Error NO_AUTHORIZATION,0.6815869167082607,2025-08-12 14:06:25.322100,"Restarted SAP connector service, cleared user buffer",4
HBIT-11133,2025-07-15 13:07:43.638861,Tilmann Hermighausen,tilmann.hermighausen@hugoboss.com,Hamburg Neuer Wall Store,Finance,Performance,High,Extreme lag in Optitex when opening large design files,2.007416764457983,2025-07-15 15:08:10.339213,"Optimized GPU settings, cleared cache",5
HBIT-11134,2025-09-06 11:01:03.472537,Andrey Bärer,andrey.bärer@hugoboss.com,Düsseldorf Showroom,Product Development,Performance,Medium,Extreme lag in InDesign when opening large design files,14.407607322099738,2025-09-07 01:25:30.858897,"Optimized GPU settings, cleared cache",5
HBIT-11135,2025-06-12 19:49:55.802936,Juliane Schomber,juliane.schomber@hugoboss.com,Frankfurt Office,Marketing,Communication,High,Outlook not syncing - missing emails from customers,0.38133496554604596,2025-06-12 20:12:48.608812,"Recreated Outlook profile, fixed autodiscover",5
HBIT-11136,2025-09-10 10:00:54.792520,Karl-Otto Hövel,karl-otto.hövel@hugoboss.com,Hamburg Neuer Wall Store,Product Development,Performance,Medium,Extreme lag in InDesign when opening large design files,7.198154586139062,2025-09-10 17:12:48.149030,"Optimized GPU settings, cleared cache",5
HBIT-11137,2025-08-16 08:14:35.187076,Dr. Gerti Weinhage,dr..gerti.weinhage@hugoboss.com,Stuttgart Distribution Center,Retail Operations,ERP,Critical,Cannot access SAP Fashion Management - Error RFC_ERROR_SYSTEM_FAILURE,0.3834505709675312,2025-08-16 08:37:35.609131,"Restarted SAP connector service, cleared user buffer",5
HBIT-11138,2025-06-27 07:35:00.226723,Dipl.-Ing. Hubert Junck,dipl.-ing..hubert.junck@hugoboss.com,Frankfurt Office,HR,ERP,Critical,Cannot access SAP Fashion Management - Error NO_AUTHORIZATION,0.7022862957486644,2025-06-27 08:17:08.457388,"Restarted SAP connector service, cleared user buffer",4
HBIT-11139,2025-06-21 06:10:03.667567,Orhan Döring,orhan.döring@hugoboss.com,Frankfurt Office,Creative Design,ERP,Critical,Cannot access SAP Fashion Management - Error NO_AUTHORIZATION,0.7606276204912964,2025-06-21 06:55:41.927001,"Restarted SAP connector service, cleared user buffer",4
HBIT-11140,2025-06-25 19:06:54.408004,Anneli Stiebitz,anneli.stiebitz@hugoboss.com,Düsseldorf Showroom,E-Commerce,Performance,High,Extreme lag in Kaledo when opening large design files,4.657288979743654,2025-06-25 23:46:20.648331,"Optimized GPU settings, cleared cache",4
HBIT-11141,2025-07-04 14:37:12.058199,Conrad Benthin,conrad.benthin@hugoboss.com,Frankfurt Office,Finance,VDI,High,VDI session frozen while working on Browzwear,1.2360335362315975,2025-07-04 15:51:21.778929,Increased VDI memory allocation from 8GB to 16GB,3
HBIT-11142,2025-06-16 12:23:12.263731,Ing. Marten Pergande B.A.,ing..marten.pergande.b.a.@hugoboss.com,Berlin Kurfürstendamm Store,HR,Communication,High,Outlook not syncing - missing emails from retail stores,2.2336466450944212,2025-06-16 14:37:13.391653,"Recreated Outlook profile, fixed autodiscover",5
HBIT-11143,2025-08-08 21:46:53.956231,Nikolaus Röhrdanz,nikolaus.röhrdanz@hugoboss.com,Filderstadt Logistics Hub,Visual Merchandising,Retail Systems,Critical,POS terminal POS-002 offline - customers waiting,0.624320330212524,2025-08-08 22:24:21.509420,"Rebooted terminal, restored network connectivity",5
HBIT-11144,2025-07-22 10:26:12.685313,Ing. Sedat Ehlert,ing..sedat.ehlert@hugoboss.com,Berlin Kurfürstendamm Store,HR,Retail Systems,Critical,POS terminal POS-003 offline - customers waiting,0.25,2025-07-22 10:37:40.400392,"Rebooted terminal, restored network connectivity",5
HBIT-11145,2025-07-07 10:09:41.092399,Andreas Nerger-Zobel,andreas.nerger-zobel@hugoboss.com,Berlin Kurfürstendamm Store,Product Development,VDI,High,VDI session frozen while working on Adobe Illustrator,2.3946096701313073,2025-07-07 12:33:21.687211,Increased VDI memory allocation from 8GB to 16GB,4
HBIT-11146,2025-06-20 21:56:29.037542,Leo Girschner,leo.girschner@hugoboss.com,Düsseldorf Showroom,HR,Performance,Medium,Extreme lag in Optitex when opening large design files,5.38432891857904,2025-06-21 03:19:32.621649,"Optimized GPU settings, cleared cache",4
HBIT-11147,2025-06-22 09:58:49.836002,Ing. Damaris Roskoth,ing..damaris.roskoth@hugoboss.com,Stuttgart Distribution Center,Finance,ERP,Critical,Cannot access SAP Fashion Management - Error TIME_OUT,0.4515903425706571,2025-06-22 10:25:55.561235,"Restarted SAP connector service, cleared user buffer",5
HBIT-11148,2025-07-15 21:55:37.278372,Cathrin Roht,cathrin.roht@hugoboss.com,Hamburg Neuer Wall Store,Marketing,Retail Systems,Critical,POS terminal POS-001 offline - customers waiting,0.6044702921429443,2025-07-15 22:31:53.371424,"Rebooted terminal, restored network connectivity",4
HBIT-11149,2025-08-02 06:02:06.774076,Roy Steckel-Schuster,roy.steckel-schuster@hugoboss.com,Frankfurt Office,Pattern Making,VDI,High,VDI session frozen while working on PLM System,1.4168320820199416,2025-08-02 07:27:07.369571,Increased VDI memory allocation from 8GB to 16GB,4
HBIT-11150,2025-06-13 01:15:29.446733,Polina Bruder-Pölitz,polina.bruder-pölitz@hugoboss.com,Stuttgart Distribution Center,Marketing,VDI,High,VDI session frozen while working on CLO 3D,1.3287013944587467,2025-06-13 02:35:12.771753,Increased VDI memory allocation from 8GB to 16GB,5
HBIT-11151,2025-07-05 21:23:20.438050,Robin Weinhold,robin.weinhold@hugoboss.com,Berlin Kurfürstendamm Store,Retail Operations,Retail Systems,Critical,POS terminal POS-001 offline - customers waiting,0.25,2025-07-05 21:32:58.867360,"Rebooted terminal, restored network connectivity",4
HBIT-11152,2025-06-15 03:21:09.017849,Veli Riehl,veli.riehl@hugoboss.com,Filderstadt Logistics Hub,Supply Chain,ERP,Critical,Cannot access SAP Fashion Management - Error RFC_ERROR_SYSTEM_FAILURE,0.25,2025-06-15 03:31:45.833816,"Restarted SAP connector service, cleared user buffer",5
HBIT-11153,2025-06-27 07:56:03.566390,Dipl.-Ing. Eckard Söding,dipl.-ing..eckard.söding@hugoboss.com,Stuttgart Distribution Center,Finance,VDI,High,VDI session frozen while working on Browzwear,1.8118859224923076,2025-06-27 09:44:46.355711,Increased VDI memory allocation from 8GB to 16GB,5
HBIT-11154,2025-08-06 10:53:31.637328,Hermann-Josef Kusch,hermann-josef.kusch@hugoboss.com,Stuttgart Distribution Center,Finance,Performance,High,Extreme lag in InDesign when opening large design files,1.3405566385862637,2025-08-06 12:13:57.641227,"Optimized GPU settings, cleared cache",4
HBIT-11155,2025-06-16 07:33:58.175877,Rafael Höfig,rafael.höfig@hugoboss.com,Düsseldorf Showroom,Supply Chain,Performance,Medium,Extreme lag in Kaledo when opening large design files,11.858538461234188,2025-06-16 19:25:28.914337,"Optimized GPU settings, cleared cache",4
HBIT-11156,2025-08-17 19:47:57.294386,Nuri Schuster,nuri.schuster@hugoboss.com,Munich Flagship Store,Retail Operations,Retail Systems,Critical,POS terminal POS-003 offline - customers waiting,0.3764085487745027,2025-08-17 20:10:32.365162,"Rebooted terminal, restored network connectivity",5
HBIT-11157,2025-09-09 01:38:49.030382,Hansjörg Bolzmann,hansjörg.bolzmann@hugoboss.com,Stuttgart Distribution Center,HR,Retail Systems,Critical,POS terminal POS-001 offline - customers waiting,1.265671750405665,2025-09-09 02:54:45.448683,"Rebooted terminal, restored network connectivity",3
HBIT-11158,2025-06-19 14:48:28.358381,Suse Schmidt B.Eng.,suse.schmidt.b.eng.@hugoboss.com,Frankfurt Office,Creative Design,Retail Systems,Critical,POS terminal MOBILE-POS-01 offline - customers waiting,1.4123345305275596,2025-06-19 16:13:12.762691,"Rebooted terminal, restored network connectivity",4
HBIT-11159,2025-08-29 18:39:37.237890,Nathalie Heinrich B.A.,nathalie.heinrich.b.a.@hugoboss.com,Metzingen Headquarters,Retail Operations,Performance,High,Extreme lag in InDesign when opening large design files,1.9401887621837974,2025-08-29 20:36:01.917434,"Optimized GPU settings, cleared cache",4
HBIT-11160,2025-06-13 06:55:21.968404,Ing. Karl-Heinrich Zänker,ing..karl-heinrich.zänker@hugoboss.com,Hamburg Neuer Wall Store,Creative Design,Retail Systems,Critical,POS terminal POS-002 offline - customers waiting,1.1407241190711053,2025-06-13 08:03:48.575233,"Rebooted terminal, restored network connectivity",4
HBIT-11161,2025-06-15 08:34:25.006963,Aline Speer,aline.speer@hugoboss.com,Munich Flagship Store,Finance,Retail Systems,Critical,POS terminal POS-001 offline - customers waiting,0.6546813715616733,2025-06-15 09:13:41.859901,"Rebooted terminal, restored network connectivity",4
HBIT-11162,2025-06-27 21:39:49.162916,Univ.Prof. Gitte Börner,univ.prof..gitte.börner@hugoboss.com,Filderstadt Logistics Hub,Marketing,Performance,Medium,Extreme lag in Optitex when opening large design files,11.667385253404754,2025-06-28 09:19:51.749828,"Optimized GPU settings, cleared cache",4
HBIT-11163,2025-07-23 19:00:58.888384,Mustafa Hellwig,mustafa.hellwig@hugoboss.com,Munich Flagship Store,Pattern Making,ERP,Critical,Cannot access SAP Fashion Management - Error RFC_ERROR_SYSTEM_FAILURE,1.4997827270751487,2025-07-23 20:30:58.106201,"Restarted SAP connector service, cleared user buffer",5
HBIT-11164,2025-06-20 07:34:23.746314,Herr Franz Oderwald B.A.,herr.franz.oderwald.b.a.@hugoboss.com,Hamburg Neuer Wall Store,Visual Merchandising,Retail Systems,Critical,POS terminal MOBILE-POS-01 offline - customers waiting,0.25,2025-06-20 07:42:05.868884,"Rebooted terminal, restored network connectivity",4
HBIT-11165,2025-06-16 03:30:34.889942,Almuth Steuer-Werner,almuth.steuer-werner@hugoboss.com,Stuttgart Distribution Center,Retail Operations,Communication,Medium,Outlook not syncing - missing emails from management,10.262703562347143,2025-06-16 13:46:20.622766,"Recreated Outlook profile, fixed autodiscover",4
HBIT-11166,2025-06-28 03:44:54.762348,Adeline Hein,adeline.hein@hugoboss.com,Berlin Kurfürstendamm Store,Retail Operations,ERP,Critical,Cannot access SAP Fashion Management - Error NO_AUTHORIZATION,2.0525405678642574,2025-06-28 05:48:03.908392,"Restarted SAP connector service, cleared user buffer",4
HBIT-11167,2025-06-16 11:05:08.905239,Prof. Tilo Mühle B.Eng.,prof..tilo.mühle.b.eng.@hugoboss.com,Stuttgart Distribution Center,E-Commerce,Communication,Medium,Outlook not syncing - missing emails from management,9.205144289196014,2025-06-16 20:17:27.424680,"Recreated Outlook profile, fixed autodiscover",5
HBIT-11168,2025-08-26 08:07:47.170049,Ilka Zimmer MBA.,ilka.zimmer.mba.@hugoboss.com,Berlin Kurfürstendamm Store,Finance,VDI,High,VDI session frozen while working on CLO 3D,1.608575181557945,2025-08-26 09:44:18.040703,Increased VDI memory allocation from 8GB to 16GB,5
HBIT-11169,2025-08-17 18:47:03.773814,Theodora Schönland,theodora.schönland@hugoboss.com,Berlin Kurfürstendamm Store,Supply Chain,VDI,High,VDI session frozen while working on Adobe Illustrator,4.585590485568141,2025-08-17 23:22:11.899562,Increased VDI memory allocation from 8GB to 16GB,5
HBIT-11170,2025-07-02 00:47:57.988262,Dr. Mira Klemt,dr..mira.klemt@hugoboss.com,Düsseldorf Showroom,Marketing,Retail Systems,Critical,POS terminal POS-001 offline - customers waiting,0.46541488709601647,2025-07-02 01:15:53.481856,"Rebooted terminal, restored network connectivity",4
HBIT-11171,2025-08-22 14:45:03.882793,Hans-Henning Mentzel,hans-henning.mentzel@hugoboss.com,Munich Flagship Store,Supply Chain,Communication,High,Outlook not syncing - missing emails from management,3.371405652319372,2025-08-22 18:07:20.943141,"Recreated Outlook profile, fixed autodiscover",5
HBIT-11172,2025-07-10 16:29:29.837264,Univ.Prof. Roman Austermühle MBA.,univ.prof..roman.austermühle.mba.@hugoboss.com,Düsseldorf Showroom,Visual Merchandising,Communication,Medium,Outlook not syncing - missing emails from customers,6.3311040109524015,2025-07-10 22:49:21.811703,"Recreated Outlook profile, fixed autodiscover",3
HBIT-11173,2025-06-17 02:12:25.551347,Anna-Luise Fechner B.Eng.,anna-luise.fechner.b.eng.@hugoboss.com,Stuttgart Distribution Center,Supply Chain,Communication,Medium,Outlook not syncing - missing emails from customers,15.006757053100328,2025-06-17 17:12:49.876738,"Recreated Outlook profile, fixed autodiscover",5
HBIT-11174,2025-09-06 05:36:48.405503,Dr. Andrei Anders MBA.,dr..andrei.anders.mba.@hugoboss.com,Frankfurt Office,Creative Design,VDI,High,VDI session frozen while working on CLO 3D,2.508747918561169,2025-09-06 08:07:19.898010,Increased VDI memory allocation from 8GB to 16GB,5
HBIT-11175,2025-08-03 06:54:07.116909,Alwina Lindau,alwina.lindau@hugoboss.com,Metzingen Headquarters,HR,Performance,Medium,Extreme lag in InDesign when opening large design files,4.078506004345385,2025-08-03 10:58:49.738525,"Optimized GPU settings, cleared cache",4
HBIT-11176,2025-07-03 04:37:29.388246,Karlheinz Heidrich,karlheinz.heidrich@hugoboss.com,Filderstadt Logistics Hub,Product Development,Performance,Medium,Extreme lag in Optitex when opening large design files,12.548070405102985,2025-07-03 17:10:22.441704,"Optimized GPU settings, cleared cache",4
HBIT-11177,2025-08-08 03:12:32.894352,Ann Lindau-van der Dussen,ann.lindau-van.der.dussen@hugoboss.com,Hamburg Neuer Wall Store,E-Commerce,Communication,Medium,Outlook not syncing - missing emails from management,6.78642768198539,2025-08-08 09:59:44.034007,"Recreated Outlook profile, fixed autodiscover",4
HBIT-11178,2025-07-28 15:47:11.325343,Herr Hubert Graf,herr.hubert.graf@hugoboss.com,Düsseldorf Showroom,HR,VDI,High,VDI session frozen while working on Adobe Illustrator,0.7684125909153671,2025-07-28 16:33:17.610670,Increased VDI memory allocation from 8GB to 16GB,5
HBIT-11179,2025-06-13 13:34:59.635246,Ottokar Wulff MBA.,ottokar.wulff.mba.@hugoboss.com,Munich Flagship Store,Product Development,Performance,Medium,Extreme lag in Kaledo when opening large design files,7.719215202814342,2025-06-13 21:18:08.809976,"Optimized GPU settings, cleared cache",4
HBIT-11180,2025-07-15 15:24:24.681131,Univ.Prof. Detlef Döhn,univ.prof..detlef.döhn@hugoboss.com,Düsseldorf Showroom,Visual Merchandising,Performance,Medium,Extreme lag in InDesign when opening large design files,6.423037082775262,2025-07-15 21:49:47.614629,"Optimized GPU settings, cleared cache",5
HBIT-11181,2025-09-07 15:30:27.826102,Nuri Jäkel,nuri.jäkel@hugoboss.com,Berlin Kurfürstendamm Store,Marketing,Communication,High,Outlook not syncing - missing emails from suppliers,1.8892306899916333,2025-09-07 17:23:49.056586,"Recreated Outlook profile, fixed autodiscover",5
HBIT-11182,2025-07-15 11:59:53.769197,Prof. Alena Johann,prof..alena.johann@hugoboss.com,Berlin Kurfürstendamm Store,E-Commerce,ERP,Critical,Cannot access SAP Fashion Management - Error TIME_OUT,0.6733694683667023,2025-07-15 12:40:17.899283,"Restarted SAP connector service, cleared user buffer",5
HBIT-11183,2025-07-31 11:33:33.616905,Emmi Stadelmann B.Eng.,emmi.stadelmann.b.eng.@hugoboss.com,Stuttgart Distribution Center,Creative Design,VDI,High,VDI session frozen while working on Adobe Illustrator,1.479343246727069,2025-07-31 13:02:19.252593,Increased VDI memory allocation from 8GB to 16GB,3
HBIT-11184,2025-08-30 04:37:02.259113,Dipl.-Ing. Mehdi Bonbach B.Sc.,dipl.-ing..mehdi.bonbach.b.sc.@hugoboss.com,Hamburg Neuer Wall Store,Finance,ERP,Critical,Cannot access SAP Fashion Management - Error RFC_ERROR_SYSTEM_FAILURE,1.7434319138249845,2025-08-30 06:21:38.614003,"Restarted SAP connector service, cleared user buffer",5
